date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:46:54	3356/3356	---M-Z	200	added ('OK')	text/css	etag:%22d1c-64bf403081221-gzip%22	https://relearning.tech/wp-content/themes/generatepress/assets/css/components/widget-areas.min.css?ver=3.6.1	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/themes/generatepress/assets/css/components/widget-areas.mina7a0.css	(from https://relearning.tech/)
21:46:55	19512/19512	---M-Z	200	added ('OK')	text/css	etag:%224c38-64bf403081221-gzip%22	https://relearning.tech/wp-content/themes/generatepress/assets/css/main.min.css?ver=3.6.1	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/themes/generatepress/assets/css/main.mina7a0.css	(from https://relearning.tech/)
21:46:57	4750/4750	---MC-	200	added ('OK')	text/css	date:Thu,%2005%20Mar%202026%2014:46:56%20GMT	https://fonts.googleapis.com/css?family=Sora%3A100%2C200%2C300%2Cregular%2C500%2C600%2C700%2C800%7CKanit%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2Cregular%2Citalic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=3.6.1	/home/cusniwtt/Documents/websites/relearning-website/fonts.googleapis.com/csse965.css	(from https://relearning.tech/)
21:46:57	21641/21641	---M-Z	200	added ('OK')	text/css	etag:%225489-64c26a564197a-gzip%22	https://relearning.tech/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.47.0	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min7f15.css	(from https://relearning.tech/)
21:46:58	54666/54666	---M-Z	200	added ('OK')	text/css	etag:%22d58a-64c26a55ff2fb-gzip%22	https://relearning.tech/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.35.6	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/plugins/elementor/assets/css/frontend.min6740.css	(from https://relearning.tech/)
21:46:59	1356/1356	---M-Z	200	added ('OK')	text/css	etag:%2254c-64c4800ea488f-gzip%22	https://relearning.tech/wp-content/uploads/elementor/css/post-11.css?ver=1772721996	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/uploads/elementor/css/post-11fde0.css	(from https://relearning.tech/)
21:47:00	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-64c26a565137a-gzip%22	https://relearning.tech/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://relearning.tech/)
21:47:01	5486/5486	---M-Z	200	added ('OK')	text/css	etag:%22156e-64c26a55fd3bb-gzip%22	https://relearning.tech/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.35.6	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min6740.css	(from https://relearning.tech/)
21:47:02	342/342	---M-Z	200	added ('OK')	text/css	etag:%22156-64c26a560123b-gzip%22	https://relearning.tech/wp-content/plugins/elementor/assets/css/widget-image-carousel.min.css?ver=3.35.6	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/plugins/elementor/assets/css/widget-image-carousel.min6740.css	(from https://relearning.tech/)
21:47:03	4726/4726	---M-Z	200	added ('OK')	text/css	etag:%221276-64c26a560123b-gzip%22	https://relearning.tech/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?ver=3.35.6	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/plugins/elementor/assets/css/widget-icon-box.min6740.css	(from https://relearning.tech/)
21:47:04	560/560	---M-Z	200	added ('OK')	text/css	etag:%22230-64c26a560123b-gzip%22	https://relearning.tech/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.35.6	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/plugins/elementor/assets/css/widget-heading.min6740.css	(from https://relearning.tech/)
21:47:05	214/214	---M-Z	200	added ('OK')	text/css	etag:%22d6-64c26a560123b-gzip%22	https://relearning.tech/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.35.6	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/plugins/elementor/assets/css/widget-image.min6740.css	(from https://relearning.tech/)
21:47:06	4258/4258	---M-Z	200	added ('OK')	text/css	etag:%2210a2-64c26a560029b-gzip%22	https://relearning.tech/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.35.6	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/plugins/elementor/assets/css/widget-divider.min6740.css	(from https://relearning.tech/)
21:47:07	28486/28486	---M-Z	200	added ('OK')	text/css	etag:%226f46-64c4800ed07af-gzip%22	https://relearning.tech/wp-content/uploads/elementor/css/post-12.css?ver=1772721997	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/uploads/elementor/css/post-12b109.css	(from https://relearning.tech/)
21:47:08	279/279	---M--	302	error ('Found')	text/html	date:Thu,%2005%20Mar%202026%2014:47:08%20GMT	http://relearning.tech/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1772721812	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/uploads/elementor/google-fonts/css/roboto.12cf3f.delayed	(from https://relearning.tech/)
21:47:09	98136/98136	---M-Z	200	added ('OK')	text/css	etag:%2217f58-64c47f5efebbf-gzip%22	https://relearning.tech/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1772721812	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/uploads/elementor/google-fonts/css/robotocf3f.css	(from https://relearning.tech/)
21:47:10	283/283	---M--	302	error ('Found')	text/html	date:Thu,%2005%20Mar%202026%2014:47:10%20GMT	http://relearning.tech/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1772721814	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/uploads/elementor/google-fonts/css/robotoslab.14466d.delayed	(from https://relearning.tech/)
21:47:11	22077/22077	---M-Z	200	added ('OK')	text/css	etag:%22563d-64c47f6071d3f-gzip%22	https://relearning.tech/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1772721814	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/uploads/elementor/google-fonts/css/robotoslab466d.css	(from https://relearning.tech/)
21:47:12	277/277	---M--	302	error ('Found')	text/html	date:Thu,%2005%20Mar%202026%2014:47:12%20GMT	http://relearning.tech/wp-content/uploads/elementor/google-fonts/css/sora.css?ver=1772721814	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/uploads/elementor/google-fonts/css/sora.16466d.delayed	(from https://relearning.tech/)
21:47:13	6640/6640	---M-Z	200	added ('OK')	text/css	etag:%2219f0-64c47f60d56ff-gzip%22	https://relearning.tech/wp-content/uploads/elementor/google-fonts/css/sora.css?ver=1772721814	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/uploads/elementor/google-fonts/css/sora466d.css	(from https://relearning.tech/)
21:47:14	278/278	---M--	302	error ('Found')	text/html	date:Thu,%2005%20Mar%202026%2014:47:14%20GMT	http://relearning.tech/wp-content/uploads/elementor/google-fonts/css/kanit.css?ver=1772721816	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/uploads/elementor/google-fonts/css/kanit.18c688.delayed	(from https://relearning.tech/)
21:47:15	27216/27216	---M-Z	200	added ('OK')	text/css	etag:%226a50-64c47f628707e-gzip%22	https://relearning.tech/wp-content/uploads/elementor/google-fonts/css/kanit.css?ver=1772721816	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/uploads/elementor/google-fonts/css/kanitc688.css	(from https://relearning.tech/)
21:47:16	58071/58071	---M-Z	200	added ('OK')	text/css	etag:%22e2d7-64c26a564485a-gzip%22	https://relearning.tech/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://relearning.tech/)
21:47:17	669/669	---M-Z	200	added ('OK')	text/css	etag:%2229d-64c26a564485a-gzip%22	https://relearning.tech/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://relearning.tech/)
21:47:18	87553/87553	---M-Z	200	added ('OK')	application/javascript	etag:%2215601-633e5437e4e21-gzip%22	https://relearning.tech/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-includes/js/jquery/jquery.minf43b.js	(from https://relearning.tech/)
21:47:19	13577/13577	---M-Z	200	added ('OK')	application/javascript	etag:%223509-633e5437e4e21-gzip%22	https://relearning.tech/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://relearning.tech/)
21:47:21	55759/55759	---MC-	200	added ('OK')	application/json	date:Thu,%2005%20Mar%202026%2014:47:20%20GMT	https://relearning.tech/wp-json/wp/v2/pages/12	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-json/wp/v2/pages/12.json	(from https://relearning.tech/)
21:47:21	804/804	---M-Z	200	added ('OK')	text/xml	date:Thu,%2005%20Mar%202026%2014:47:21%20GMT	https://relearning.tech/xmlrpc.php?rsd	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/xmlrpc0db0.php	(from https://relearning.tech/)
21:47:26	159678/159678	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Mar%202026%2014:47:23%20GMT	https://relearning.tech/about-us/	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/about-us/index.html	(from https://relearning.tech/)
21:47:26	284271/284271	---MC-	200	added ('OK')	application/json	date:Thu,%2005%20Mar%202026%2014:47:21%20GMT	https://relearning.tech/wp-json/	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-json/index.html	(from https://relearning.tech/)
21:47:26	438565/438565	---M--	200	added ('OK')	image/png	etag:%226b125-5e2bcf77bcb1c%22	https://relearning.tech/wp-content/uploads/2022/07/Logo-thai_bold.png	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/uploads/2022/07/Logo-thai_bold.png	(from https://relearning.tech/)
21:47:27	83292/83292	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Mar%202026%2014:47:26%20GMT	https://relearning.tech/product/	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/product/index.html	(from https://relearning.tech/)
21:47:27	30674/30674	---M--	200	added ('OK')	image/png	etag:%2277d2-5d8ef775e37c0%22	https://relearning.tech/wp-content/uploads/2022/02/logo-1001.png	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/uploads/2022/02/logo-1001.png	(from https://relearning.tech/)
21:47:28	67262/67262	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Mar%202026%2014:47:27%20GMT	https://relearning.tech/blog/	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/blog/index.html	(from https://relearning.tech/)
21:47:28	786747/786747	---M--	200	added ('OK')	image/jpeg	etag:%22c013b-5e0f50ab95a96%22	https://relearning.tech/wp-content/uploads/2022/06/MicrosoftTeams-image-3-e1654717935932.jpg	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/uploads/2022/06/MicrosoftTeams-image-3-e1654717935932.jpg	(from https://relearning.tech/)
21:47:28	634361/634361	---M--	200	added ('OK')	image/png	etag:%229adf9-5d8ed29948000%22	https://relearning.tech/wp-content/uploads/2022/02/Webp.net-resizeimage-1.png	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/uploads/2022/02/Webp.net-resizeimage-1.png	(from https://relearning.tech/)
21:47:28	86864/86864	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Mar%202026%2014:47:28%20GMT	https://relearning.tech/contact/	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/contact/index.html	(from https://relearning.tech/)
21:47:29	17320/17320	---M--	200	added ('OK')	image/png	etag:%2243a8-5d8ef8b46a740%22	https://relearning.tech/wp-content/uploads/2022/02/Webp.net-resizeimage-3.png	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/uploads/2022/02/Webp.net-resizeimage-3.png	(from https://relearning.tech/)
21:47:30	15250/15250	---M--	200	added ('OK')	image/png	etag:%223b92-5d8ef8b18e080%22	https://relearning.tech/wp-content/uploads/2022/02/Webp.net-resizeimage-4.png	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/uploads/2022/02/Webp.net-resizeimage-4.png	(from https://relearning.tech/)
21:47:30	75567/75567	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Mar%202026%2014:47:30%20GMT	https://relearning.tech/donate/	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/donate/index.html	(from https://relearning.tech/)
21:47:31	28064/28064	---M--	200	added ('OK')	image/png	etag:%226da0-5e0698e87b6c0%22	https://relearning.tech/wp-content/uploads/2022/06/Untitled-1.png	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/uploads/2022/06/Untitled-1.png	(from https://relearning.tech/)
21:47:32	307/307	---M--	302	error ('Found')	text/html	date:Thu,%2005%20Mar%202026%2014:47:32%20GMT	http://relearning.tech/wp-content/uploads/forminator/166_a85e8e65bbeb158e6be8038de3f774d6/css/style-166.css?ver=1650689449	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/uploads/forminator/166_a85e8e65bbeb158e6be8038de3f774d6/css/style-166.2745c9.delayed	(from https://relearning.tech/)
21:47:33	44853/44853	---M-Z	200	added ('OK')	text/css	etag:%22af35-633e558ee6f64-gzip%22	https://relearning.tech/wp-content/uploads/forminator/166_a85e8e65bbeb158e6be8038de3f774d6/css/style-166.css?ver=1650689449	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/uploads/forminator/166_a85e8e65bbeb158e6be8038de3f774d6/css/style-16645c9.css	(from https://relearning.tech/)
21:47:34	3778/3778	---M-Z	200	added ('OK')	text/css	etag:%22ec2-64bf3fe3bad7e-gzip%22	https://relearning.tech/wp-content/plugins/forminator/assets/forminator-ui/css/forminator-icons.min.css?ver=1.51.1	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/plugins/forminator/assets/forminator-ui/css/forminator-icons.min151a.css	(from https://relearning.tech/)
21:47:35	636/636	---M-Z	200	added ('OK')	text/css	etag:%2227c-64bf3fe3c1ade-gzip%22	https://relearning.tech/wp-content/plugins/forminator/assets/forminator-ui/css/src/forminator-utilities.min.css?ver=1.51.1	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/plugins/forminator/assets/forminator-ui/css/src/forminator-utilities.min151a.css	(from https://relearning.tech/)
21:47:36	5206/5206	---M-Z	200	added ('OK')	text/css	etag:%221456-64bf3fe3c1ade-gzip%22	https://relearning.tech/wp-content/plugins/forminator/assets/forminator-ui/css/src/grid/forminator-grid.open.min.css?ver=1.51.1	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/plugins/forminator/assets/forminator-ui/css/src/grid/forminator-grid.open.min151a.css	(from https://relearning.tech/)
21:47:37	48423/48423	---M-Z	200	added ('OK')	text/css	etag:%22bd27-64bf3fe3bebfe-gzip%22	https://relearning.tech/wp-content/plugins/forminator/assets/forminator-ui/css/src/form/forminator-form-flat.base.min.css?ver=1.51.1	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/plugins/forminator/assets/forminator-ui/css/src/form/forminator-form-flat.base.min151a.css	(from https://relearning.tech/)
21:47:38	6061/6061	---M-Z	200	added ('OK')	text/css	etag:%2217ad-633e5437ca843-gzip%22	https://relearning.tech/wp-includes/css/buttons.min.css?ver=6.9.1	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-includes/css/buttons.min4d80.css	(from https://relearning.tech/)
21:47:40	5604/5604	---MCZ	200	added ('OK')	text/css	date:Thu,%2005%20Mar%202026%2014:47:39%20GMT	https://fonts.bunny.net/css?family=Roboto&ver=1.0	/home/cusniwtt/Documents/websites/relearning-website/fonts.bunny.net/cssbcd5.css	(from https://relearning.tech/)
21:47:40	7333/7333	---M-Z	200	added ('OK')	application/javascript	etag:%221ca5-64bf403084101-gzip%22	https://relearning.tech/wp-content/themes/generatepress/assets/js/menu.min.js?ver=3.6.1	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/themes/generatepress/assets/js/menu.mina7a0.js	(from https://relearning.tech/)
21:47:41	2123/2123	---M-Z	200	added ('OK')	application/javascript	etag:%2284b-64bf403084101-gzip%22	https://relearning.tech/wp-content/themes/generatepress/assets/js/navigation-search.min.js?ver=3.6.1	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/themes/generatepress/assets/js/navigation-search.mina7a0.js	(from https://relearning.tech/)
21:47:42	737/737	---M-Z	200	added ('OK')	application/javascript	etag:%222e1-64bf403084101-gzip%22	https://relearning.tech/wp-content/themes/generatepress/assets/js/back-to-top.min.js?ver=3.6.1	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/themes/generatepress/assets/js/back-to-top.mina7a0.js	(from https://relearning.tech/)
21:47:43	143709/143709	---M-Z	200	added ('OK')	application/javascript	etag:%222315d-64c26a565137a-gzip%22	https://relearning.tech/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min94a4.js	(from https://relearning.tech/)
21:47:44	5722/5722	---M-Z	200	added ('OK')	application/javascript	etag:%22165a-64c26a563fa3a-gzip%22	https://relearning.tech/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.35.6	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/plugins/elementor/assets/js/webpack.runtime.min6740.js	(from https://relearning.tech/)
21:47:45	50503/50503	---M-Z	200	added ('OK')	application/javascript	etag:%22c547-64c26a562b21a-gzip%22	https://relearning.tech/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.35.6	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/plugins/elementor/assets/js/frontend-modules.min6740.js	(from https://relearning.tech/)
21:47:46	21464/21464	---M-Z	200	added ('OK')	application/javascript	etag:%2253d8-633e5437e2ee2-gzip%22	https://relearning.tech/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-includes/js/jquery/ui/core.minb37e.js	(from https://relearning.tech/)
21:47:47	31928/31928	---M-Z	200	added ('OK')	application/javascript	etag:%227cb8-64c26a562b21a-gzip%22	https://relearning.tech/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.35.6	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/plugins/elementor/assets/js/frontend.min6740.js	(from https://relearning.tech/)
21:47:48	25095/25095	---M-Z	200	added ('OK')	application/javascript	etag:%226207-64bf3fe3d14de-gzip%22	https://relearning.tech/wp-content/plugins/forminator/assets/js/library/jquery.validate.min.js?ver=1.51.1	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/plugins/forminator/assets/js/library/jquery.validate.min151a.js	(from https://relearning.tech/)
21:47:49	20895/20895	---M-Z	200	added ('OK')	application/javascript	etag:%22519f-64bf3fe3c2a7e-gzip%22	https://relearning.tech/wp-content/plugins/forminator/assets/forminator-ui/js/forminator-form.min.js?ver=1.51.1	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/plugins/forminator/assets/forminator-ui/js/forminator-form.min151a.js	(from https://relearning.tech/)
21:47:50	257394/257394	---M-Z	200	added ('OK')	application/javascript	etag:%223ed72-64bf3fe3d62fe-gzip%22	https://relearning.tech/wp-content/plugins/forminator/build/front/front.multi.min.js?ver=1.51.1	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/plugins/forminator/build/front/front.multi.min151a.js	(from https://relearning.tech/)
21:47:51	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Mar%202026%2014:47:51%20GMT	https://fonts.gstatic.com/robots.txt		(from https://relearning.tech/)
21:47:53	51/51	---MCZ	200	added ('OK')	text/plain	date:Thu,%2005%20Mar%202026%2014:47:52%20GMT	https://fonts.googleapis.com/robots.txt		(from https://relearning.tech/)
21:47:54	2514/2514	---MC-	200	added ('OK')	application/json	date:Thu,%2005%20Mar%202026%2014:47:53%20GMT	https://relearning.tech/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frelearning.tech%2Fabout-us%2F	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-json/oembed/1.0/embed3d23.json	(from https://relearning.tech/about-us/)
21:47:54	2738/2738	---M-Z	200	added ('OK')	text/xml	date:Thu,%2005%20Mar%202026%2014:47:54%20GMT	https://relearning.tech/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frelearning.tech%2Fabout-us%2F&format=xml	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-json/oembed/1.0/embed766f	(from https://relearning.tech/about-us/)
21:47:55	10255/10255	---M-Z	200	added ('OK')	text/css	etag:%22280f-64c26a560123b-gzip%22	https://relearning.tech/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.35.6	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/plugins/elementor/assets/css/widget-icon-list.min6740.css	(from https://relearning.tech/about-us/)
21:47:56	24159/24159	---M-Z	200	added ('OK')	text/css	etag:%225e5f-64c4803b3e7fa-gzip%22	https://relearning.tech/wp-content/uploads/elementor/css/post-142.css?ver=1772722043	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/uploads/elementor/css/post-1422e78.css	(from https://relearning.tech/about-us/)
21:47:59	123893/123893	---M--	200	added ('OK')	image/png	etag:%221e3f5-5e2bd1137c962%22	https://relearning.tech/wp-content/uploads/2022/07/Logo-768x768.png	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/uploads/2022/07/Logo-768x768.png	(from https://relearning.tech/about-us/)
21:47:59	135567/135567	---MC-	200	added ('OK')	application/json	date:Thu,%2005%20Mar%202026%2014:47:57%20GMT	https://relearning.tech/wp-json/wp/v2/pages/142	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-json/wp/v2/pages/142.json	(from https://relearning.tech/about-us/)
21:47:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Mar%202026%2014:47:58%20GMT	https://relearning.tech/?p=142	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/indexee5b.html	(from https://relearning.tech/about-us/)
21:48:00	88722/88722	---M--	200	added ('OK')	image/png	etag:%2215a92-5dd4b9f647580%22	https://relearning.tech/wp-content/uploads/2022/04/%e0%b8%99%e0%b8%9e_%e0%b8%81%e0%b9%89%e0%b8%ad%e0%b8%87%e0%b9%80%e0%b8%81%e0%b8%b5%e0%b8%a2%e0%b8%a3%e0%b8%95%e0%b8%b4_%e0%b9%80%e0%b8%81%e0%b8%a9%e0%b9%80%e0%b8%9e%e0%b9%87%e0%b8%8a%e0%b8%a3%e0%b9%8c.png	/home/cusniwtt/Documents/websites/relearning-website/relearning.tech/wp-content/uploads/2022/04/%e0%b8%99%e0%b8%9e_%e0%b8%81%e0%b9%89%e0%b8%ad%e0%b8%87%e0%b9%80%e0%b8%81%e0%b8%b5%e0%b8%a2%e0%b8%a3%e0%b8%95%e0%b8%b4_%e0%b9%80%e0%b8%81%e0%b8%a9%e0%b9%80%e0%b8%9e%e0%b9%87%e0%b8%8a%e0%b8%a3%e0%b9%8c.png	(from https://relearning.tech/about-us/)
